"STATISTIC Label","Month","Type of Fertiliser","UNIT","VALUE"
"Fertiliser Price","2008 March","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","2008 March","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","2008 March","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","2008 March","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","2008 March","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","2008 April","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","373"
"Fertiliser Price","2008 April","Urea (46% N)","Euro per Tonne","434"
"Fertiliser Price","2008 April","Granular Superphosphate (16% P)","Euro per Tonne","530"
"Fertiliser Price","2008 April","Muriate of Potash (50% K)","Euro per Tonne","491"
"Fertiliser Price","2008 April","Compound 0-10-20","Euro per Tonne","430"
"Fertiliser Price","2008 April","Compound 0-7-30","Euro per Tonne","426"
"Fertiliser Price","2008 April","Compound 7-6-17","Euro per Tonne",""
"Fertiliser Price","2008 April","Compound 10-10-20","Euro per Tonne","494"
"Fertiliser Price","2008 April","Compound 14-7-14","Euro per Tonne","485"
"Fertiliser Price","2008 April","Compound 18-6-12","Euro per Tonne","460"
"Fertiliser Price","2008 April","Compound 24-2.5-10","Euro per Tonne","468"
"Fertiliser Price","2008 April","Compound 27-2.5-5","Euro per Tonne","461"
"Fertiliser Price","2008 April","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","2008 April","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","2008 April","Compound 20-4-10","Euro per Tonne",""
"Fertiliser Price","2008 April","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","2008 April","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","2008 April","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","2008 April","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","2008 April","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","2008 April","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","2008 April","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","2008 April","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","2008 April","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","2008 May","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","373"
"Fertiliser Price","2008 May","Urea (46% N)","Euro per Tonne","435"
"Fertiliser Price","2008 May","Granular Superphosphate (16% P)","Euro per Tonne","545"
"Fertiliser Price","2008 May","Muriate of Potash (50% K)","Euro per Tonne","496"
"Fertiliser Price","2008 May","Compound 0-10-20","Euro per Tonne","435"
"Fertiliser Price","2008 May","Compound 0-7-30","Euro per Tonne","434"
"Fertiliser Price","2008 May","Compound 7-6-17","Euro per Tonne",""
"Fertiliser Price","2008 May","Compound 10-10-20","Euro per Tonne","498"
"Fertiliser Price","2008 May","Compound 14-7-14","Euro per Tonne","487"
"Fertiliser Price","2008 May","Compound 18-6-12","Euro per Tonne","460"
"Fertiliser Price","2008 May","Compound 24-2.5-10","Euro per Tonne","470"
"Fertiliser Price","2008 May","Compound 27-2.5-5","Euro per Tonne","463"
"Fertiliser Price","2008 May","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","2008 May","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","2008 May","Compound 20-4-10","Euro per Tonne",""
"Fertiliser Price","2008 May","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","2008 May","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","2008 May","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","2008 May","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","2008 May","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","2008 May","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","2008 May","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","2008 May","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","2008 May","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","2008 June","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","378"
"Fertiliser Price","2008 June","Urea (46% N)","Euro per Tonne","436"
"Fertiliser Price","2008 June","Granular Superphosphate (16% P)","Euro per Tonne","562"
"Fertiliser Price","2008 June","Muriate of Potash (50% K)","Euro per Tonne","507"
"Fertiliser Price","2008 June","Compound 0-10-20","Euro per Tonne","460"
"Fertiliser Price","2008 June","Compound 0-7-30","Euro per Tonne","458"
"Fertiliser Price","2008 June","Compound 7-6-17","Euro per Tonne",""
"Fertiliser Price","2008 June","Compound 10-10-20","Euro per Tonne","501"
"Fertiliser Price","2008 June","Compound 14-7-14","Euro per Tonne","489"
"Fertiliser Price","2008 June","Compound 18-6-12","Euro per Tonne","462"
"Fertiliser Price","2008 June","Compound 24-2.5-10","Euro per Tonne","473"
"Fertiliser Price","2008 June","Compound 27-2.5-5","Euro per Tonne","464"
"Fertiliser Price","2008 June","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","2008 June","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","2008 June","Compound 20-4-10","Euro per Tonne",""
"Fertiliser Price","2008 June","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","2008 June","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","2008 June","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","2008 June","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","2008 June","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","2008 June","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","2008 June","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","2008 June","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","2008 June","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","2008 July","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","386"
"Fertiliser Price","2008 July","Urea (46% N)","Euro per Tonne","445"
"Fertiliser Price","2008 July","Granular Superphosphate (16% P)","Euro per Tonne","562"
"Fertiliser Price","2008 July","Muriate of Potash (50% K)","Euro per Tonne","528"
"Fertiliser Price","2008 July","Compound 0-10-20","Euro per Tonne","495"
"Fertiliser Price","2008 July","Compound 0-7-30","Euro per Tonne","487"
"Fertiliser Price","2008 July","Compound 7-6-17","Euro per Tonne",""
"Fertiliser Price","2008 July","Compound 10-10-20","Euro per Tonne","533"
"Fertiliser Price","2008 July","Compound 14-7-14","Euro per Tonne","506"
"Fertiliser Price","2008 July","Compound 18-6-12","Euro per Tonne","478"
"Fertiliser Price","2008 July","Compound 24-2.5-10","Euro per Tonne","491"
"Fertiliser Price","2008 July","Compound 27-2.5-5","Euro per Tonne","484"
"Fertiliser Price","2008 July","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","2008 July","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","2008 July","Compound 20-4-10","Euro per Tonne",""
"Fertiliser Price","2008 July","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","2008 July","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","2008 July","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","2008 July","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","2008 July","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","2008 July","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","2008 July","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","2008 July","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","2008 July","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","2008 August","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","390"
"Fertiliser Price","2008 August","Urea (46% N)","Euro per Tonne","454"
"Fertiliser Price","2008 August","Granular Superphosphate (16% P)","Euro per Tonne","592"
"Fertiliser Price","2008 August","Muriate of Potash (50% K)","Euro per Tonne","567"
"Fertiliser Price","2008 August","Compound 0-10-20","Euro per Tonne","531"
"Fertiliser Price","2008 August","Compound 0-7-30","Euro per Tonne","526"
"Fertiliser Price","2008 August","Compound 7-6-17","Euro per Tonne",""
"Fertiliser Price","2008 August","Compound 10-10-20","Euro per Tonne","550"
"Fertiliser Price","2008 August","Compound 14-7-14","Euro per Tonne","531"
"Fertiliser Price","2008 August","Compound 18-6-12","Euro per Tonne","502"
"Fertiliser Price","2008 August","Compound 24-2.5-10","Euro per Tonne","507"
"Fertiliser Price","2008 August","Compound 27-2.5-5","Euro per Tonne","495"
"Fertiliser Price","2008 August","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","2008 August","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","2008 August","Compound 20-4-10","Euro per Tonne",""
"Fertiliser Price","2008 August","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","2008 August","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","2008 August","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","2008 August","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","2008 August","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","2008 August","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","2008 August","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","2008 August","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","2008 August","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","2008 September","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","394"
"Fertiliser Price","2008 September","Urea (46% N)","Euro per Tonne","454"
"Fertiliser Price","2008 September","Granular Superphosphate (16% P)","Euro per Tonne","592"
"Fertiliser Price","2008 September","Muriate of Potash (50% K)","Euro per Tonne","589"
"Fertiliser Price","2008 September","Compound 0-10-20","Euro per Tonne","531"
"Fertiliser Price","2008 September","Compound 0-7-30","Euro per Tonne","526"
"Fertiliser Price","2008 September","Compound 7-6-17","Euro per Tonne",""
"Fertiliser Price","2008 September","Compound 10-10-20","Euro per Tonne","550"
"Fertiliser Price","2008 September","Compound 14-7-14","Euro per Tonne","546"
"Fertiliser Price","2008 September","Compound 18-6-12","Euro per Tonne","503"
"Fertiliser Price","2008 September","Compound 24-2.5-10","Euro per Tonne","513"
"Fertiliser Price","2008 September","Compound 27-2.5-5","Euro per Tonne","496"
"Fertiliser Price","2008 September","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","2008 September","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","2008 September","Compound 20-4-10","Euro per Tonne",""
"Fertiliser Price","2008 September","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","2008 September","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","2008 September","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","2008 September","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","2008 September","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","2008 September","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","2008 September","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","2008 September","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","2008 September","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","2008 October","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","393"
"Fertiliser Price","2008 October","Urea (46% N)","Euro per Tonne","449"
"Fertiliser Price","2008 October","Granular Superphosphate (16% P)","Euro per Tonne","592"
"Fertiliser Price","2008 October","Muriate of Potash (50% K)","Euro per Tonne","589"
"Fertiliser Price","2008 October","Compound 0-10-20","Euro per Tonne","532"
"Fertiliser Price","2008 October","Compound 0-7-30","Euro per Tonne","525"
"Fertiliser Price","2008 October","Compound 7-6-17","Euro per Tonne",""
"Fertiliser Price","2008 October","Compound 10-10-20","Euro per Tonne","553"
"Fertiliser Price","2008 October","Compound 14-7-14","Euro per Tonne","555"
"Fertiliser Price","2008 October","Compound 18-6-12","Euro per Tonne","507"
"Fertiliser Price","2008 October","Compound 24-2.5-10","Euro per Tonne","514"
"Fertiliser Price","2008 October","Compound 27-2.5-5","Euro per Tonne","500"
"Fertiliser Price","2008 October","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","2008 October","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","2008 October","Compound 20-4-10","Euro per Tonne",""
"Fertiliser Price","2008 October","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","2008 October","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","2008 October","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","2008 October","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","2008 October","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","2008 October","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","2008 October","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","2008 October","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","2008 October","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","2008 November","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","392"
"Fertiliser Price","2008 November","Urea (46% N)","Euro per Tonne","446"
"Fertiliser Price","2008 November","Granular Superphosphate (16% P)","Euro per Tonne","592"
"Fertiliser Price","2008 November","Muriate of Potash (50% K)","Euro per Tonne","589"
"Fertiliser Price","2008 November","Compound 0-10-20","Euro per Tonne","530"
"Fertiliser Price","2008 November","Compound 0-7-30","Euro per Tonne","525"
"Fertiliser Price","2008 November","Compound 7-6-17","Euro per Tonne",""
"Fertiliser Price","2008 November","Compound 10-10-20","Euro per Tonne","551"
"Fertiliser Price","2008 November","Compound 14-7-14","Euro per Tonne","555"
"Fertiliser Price","2008 November","Compound 18-6-12","Euro per Tonne","507"
"Fertiliser Price","2008 November","Compound 24-2.5-10","Euro per Tonne","513"
"Fertiliser Price","2008 November","Compound 27-2.5-5","Euro per Tonne","499"
"Fertiliser Price","2008 November","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","2008 November","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","2008 November","Compound 20-4-10","Euro per Tonne",""
"Fertiliser Price","2008 November","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","2008 November","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","2008 November","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","2008 November","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","2008 November","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","2008 November","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","2008 November","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","2008 November","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","2008 November","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","2008 December","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","391"
"Fertiliser Price","2008 December","Urea (46% N)","Euro per Tonne","445"
"Fertiliser Price","2008 December","Granular Superphosphate (16% P)","Euro per Tonne","592"
"Fertiliser Price","2008 December","Muriate of Potash (50% K)","Euro per Tonne","589"
"Fertiliser Price","2008 December","Compound 0-10-20","Euro per Tonne","529"
"Fertiliser Price","2008 December","Compound 0-7-30","Euro per Tonne","525"
"Fertiliser Price","2008 December","Compound 7-6-17","Euro per Tonne",""
"Fertiliser Price","2008 December","Compound 10-10-20","Euro per Tonne","551"
"Fertiliser Price","2008 December","Compound 14-7-14","Euro per Tonne","555"
"Fertiliser Price","2008 December","Compound 18-6-12","Euro per Tonne","507"
"Fertiliser Price","2008 December","Compound 24-2.5-10","Euro per Tonne","512"
"Fertiliser Price","2008 December","Compound 27-2.5-5","Euro per Tonne","498"
"Fertiliser Price","2008 December","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","2008 December","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","2008 December","Compound 20-4-10","Euro per Tonne",""
"Fertiliser Price","2008 December","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","2008 December","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","2008 December","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","2008 December","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","2008 December","Compound 15-3-20","Euro per Tonne",""
